0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1091,937,283,913,132,331,270,1181,768,172,254,1314,637,129,680,617,932,1180,1257,1289,414,1354,33,54,528,635,1331,1414,427,1022,489,695,971,477,136,476,265,1407,223,915,424,1338,569,1322,1272,1270,1248,1321,1141,1113,1183,1185,571,267,1306,1358,253,1259,252,483,392,992,906,604,202,386,110,1243,1002,420,1025,1251,1240,1253,883,1061,358,1271,257,171,485,1347,455,806,1305,540,474,1342,1024,856,702,898,996,678,700,1263,986,1173,215,165
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,33,54,254,637,489,680,1022,1183,971,695,1257,136,265,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,992,604,202,1414,1251,1240,1253,1061,257,883,215,165,424,1342,1347,856,455,996,261,268,267,252,110,483,253,836,386,358,318,1046,750,380,60,1153,806,986,264,875,1091,130,1030,1168,1164,286,361,187,1092,1305,746,1002,1409,65,1271,906,392,41,230,968,502,199
212,330,1119,790,924,1175,599,701,1133,52,1303,206,1293,563,1068,647,1295,337,686,1014,1282,360,862,987,682,236,340,657,99,908,134,35,177,1103,731,394,1100,973,1333,156,522,789,581,456,87,1298,963,1334,258,501,389,1158,1273,1195,730,905,633,531,552,605,559,1278,59,1155,1060,640,56,958,1363,100,175,831,639,1170,1423,316,1208,290,1200,277,263,28,466,106,505,736,20,1018,45,636,972,720,1383,541,438,663,314,860,1162,803
789,1334,1354,1024,581,456,477,1407,217,476,223,1054,803,828,212,867,1423,1119,178,330,189,407,791,1126,678,319,315,1056,239,117,931,754,248,599,811,930,1406,231,937,207,1373,1025,1068,314,1293,860,1010,563,426,1162,549,271,663,995,815,371,1073,1169,790,1402,1408,647,1330,183,479,924,560,1194,1132,242,684,855,398,159,953,826,592,632,236,397,1295,485,69,550,1101,509,383,94,95,827,457,87,690,469,123,182,384,1014,149,452
212,1119,789,330,581,456,1334,599,1068,1293,563,1423,647,790,236,1295,87,663,1014,314,924,860,803,1162,549,501,730,531,592,633,828,183,56,867,59,1278,550,242,560,684,217,175,632,100,1024,1406,1402,831,1175,1408,855,1330,953,1282,206,826,1133,52,69,686,1383,258,426,811,340,1054,682,99,908,862,657,271,1303,509,701,371,452,815,94,277,35,827,995,469,457,95,177,1073,690,123,973,182,432,149,134,384,383,987,263,28
212,1119,330,599,1068,1293,789,563,581,456,1334,790,647,924,1295,236,1014,1423,87,1175,1133,52,206,701,501,1303,730,1282,531,633,686,663,1278,59,56,314,862,860,682,340,99,908,1162,657,803,175,549,100,35,987,177,134,258,831,973,731,394,592,183,828,550,867,277,242,1383,560,684,632,217,360,263,1024,28,466,1060,1402,1406,855,953,1408,1330,826,389,1100,69,1333,426,1054,20,736,811,972,1170,509,45,452,94,271,371,636
559,1363,786,958,522,541,758,1183,420,215,874,1429,165,337,283,913,1046,1289,489,331,49,915,60,435,1322,1338,1153,1270,132,1248,1141,1321,932,270,845,571,129,268,265,617,136,1180,1281,261,33,1181,750,779,54,1113,1150,971,510,130,1409,768,65,1260,713,1358,1306,106,1301,1105,496,454,320,695,192,737,1259,1118,1022,1185,1000,772,1032,199,29,506,440,608,505,172,586,500,257,709,284,720,1164,1384,1386,310,361,1353,286,491,204,1251
789,1334,1354,1024,581,456,477,217,1407,476,223,1054,803,828,867,212,1423,1119,178,189,407,330,791,1126,678,319,315,1056,239,117,931,754,248,811,1406,930,599,231,207,1373,937,1025,1068,314,860,1010,1293,426,1162,563,549,271,995,663,815,371,1073,1169,790,1402,1408,1330,183,647,479,560,1194,1132,242,684,398,159,855,953,826,592,924,632,397,236,69,485,1295,550,509,1101,383,94,95,827,457,690,469,123,182,384,149,452,432,87
212,1119,330,599,1293,1068,563,790,924,789,647,581,456,1295,1334,1175,1133,52,236,1014,206,701,1303,87,1423,1282,686,862,682,340,501,99,908,987,730,657,35,531,633,134,177,1278,731,973,59,394,56,258,360,175,100,663,831,314,860,1162,803,549,1100,277,1333,1060,389,1103,337,592,263,1383,28,466,828,183,867,550,156,217,242,1024,560,1170,684,632,20,736,1298,963,972,45,1195,1158,1273,1406,1155,636,1402,855,953,1408,1330,826
212,330,1119,790,924,599,1175,1133,701,52,1303,1293,206,563,1068,647,1295,686,1014,1282,862,682,236,987,360,337,340,657,99,908,134,35,177,731,394,973,1103,1100,1333,87,156,789,258,501,581,963,1298,456,730,389,522,633,1334,531,1278,59,1158,1273,1195,56,1060,905,100,1155,175,831,552,605,640,1170,316,277,639,1423,263,559,28,466,1208,958,290,1363,736,20,1200,45,972,636,1383,106,1018,663,505,314,720,438,1222,0,860,388
789,1334,581,456,212,1119,1423,330,803,599,1024,828,1068,217,867,1293,563,1054,314,860,663,1162,549,1406,1354,811,647,178,236,407,189,477,790,426,183,592,791,1407,1126,87,560,271,319,1402,242,315,684,1408,815,1295,371,476,1330,223,995,239,632,931,550,1073,855,953,826,248,754,1056,1014,231,117,930,924,678,207,1373,69,509,94,827,95,457,452,730,501,479,469,690,123,182,383,149,159,432,384,531,398,1010,397,633,56,59
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282,337,862,360,682,987,236,340,657,99,908,134,35,177,731,394,1103,1100,973,789,1333,156,87,581,456,522,1334,258,963,1298,501,730,389,633,531,1278,1158,1195,1273,59,905,56,1060,1155,100,552,605,175,640,831,559,1423,1170,958,316,639,277,1363,1208,263,28,290,466,1200,736,20,45,972,636,1383,106,663,505,1018,314,720,860,438,1162,549,541
559,1363,522,958,337,541,1429,786,106,874,758,505,605,552,720,701,1303,435,1200,192,640,510,1150,1175,1133,52,1260,496,1000,1103,772,1032,320,29,1118,506,284,709,360,440,156,512,206,438,1301,1105,737,1386,1298,963,500,1018,351,86,1384,310,1353,491,204,195,905,1064,1100,453,639,924,1333,1195,1158,1273,290,1208,11,708,1053,790,845,1077,987,686,779,961,482,454,713,1155,591,862,586,322,682,712,529,675,731,865,423,614,1282,844
212,330,1119,790,924,599,1175,701,1133,52,1293,1303,206,563,1068,647,1295,686,1014,1282,862,337,236,360,682,987,340,657,99,908,134,35,789,177,731,394,1103,973,581,1100,456,1334,1333,87,156,501,258,522,730,963,1298,633,531,389,1278,59,56,1273,1195,1158,1060,905,1423,100,175,1155,831,552,605,640,1170,559,277,316,958,639,263,28,1363,466,1208,290,1200,736,20,663,1383,45,972,636,314,860,106,803,1162,505,1018,549,720,592
789,1354,1334,1024,581,456,477,1407,217,476,223,1054,803,828,212,867,1423,1119,178,330,189,407,791,1126,678,319,315,1056,239,117,931,754,599,248,811,930,1406,937,231,207,1373,1025,1068,1293,314,860,1010,563,426,1162,549,271,663,995,815,371,1073,790,1169,1402,647,1408,1330,183,924,479,560,1194,1132,242,684,398,159,855,953,826,592,236,632,1295,397,485,69,550,1101,509,383,94,95,827,457,87,690,1014,469,123,182,384,149,452
212,1119,789,330,581,1334,456,599,1068,1293,563,1423,647,790,236,1295,924,803,87,314,1014,663,860,1162,549,828,867,501,217,730,1024,531,592,633,183,56,1278,59,550,560,242,1406,1175,684,632,1133,52,206,1054,175,1402,100,1282,1408,1330,855,953,826,811,831,426,686,701,1303,69,271,682,340,371,862,815,99,908,258,995,657,1073,1383,509,35,94,452,177,178,827,457,469,95,134,690,973,123,182,987,432,149,277,384,407,189
212,330,1119,790,924,701,1175,1133,52,599,1303,206,1293,563,1068,647,337,1295,686,360,1282,862,1014,987,682,236,340,522,1103,789,657,99,908,134,35,1100,177,731,581,394,456,1334,156,1333,973,559,1298,963,958,87,1363,552,605,258,1158,1195,1273,905,501,389,640,730,1423,633,531,1155,1278,59,1060,56,639,100,1200,175,831,316,1208,106,1170,290,505,541,1024,277,803,720,263,1018,28,466,217,828,663,314,438,1354,867,860,736,20
212,330,1119,790,924,599,1175,1133,701,52,1293,563,206,1303,1068,647,1295,1014,686,1282,862,236,682,987,360,337,340,657,99,908,134,35,177,731,394,973,1100,1103,87,1333,789,156,258,501,581,456,730,1334,633,531,389,963,1298,1278,59,56,522,1195,1158,1273,1060,100,175,905,1155,831,1170,552,605,640,277,316,1423,263,28,466,639,1208,290,559,736,20,958,45,972,636,1383,1200,1363,663,1018,106,314,505,860,1222,0,1162,388,438
789,1354,1024,1334,581,456,477,1407,217,476,223,1054,828,803,212,867,1423,1119,178,330,189,407,791,1126,678,319,315,1056,239,117,931,599,937,754,248,930,811,1406,231,207,1373,1025,1068,1293,314,563,860,1010,426,1162,549,271,995,663,815,371,790,1073,1169,647,1402,924,1408,1330,183,479,1194,560,1132,242,684,236,398,159,1295,855,953,826,592,485,632,397,69,1101,550,509,1014,383,87,94,95,827,457,690,469,123,182,384,149,432
212,1119,330,599,790,1293,563,1068,924,647,1295,1175,1133,52,206,1014,236,701,1303,789,1282,686,581,456,87,862,682,1334,340,99,987,908,657,35,501,134,177,730,731,973,394,531,633,1278,59,258,56,360,100,175,1423,831,1100,389,1060,1333,277,1103,263,337,28,466,1383,663,156,1170,20,314,736,1298,963,860,1155,1273,1158,1195,45,972,636,1162,549,316,592,905,550,183,242,803,560,684,632,639,1208,640,490,1108,290,1222,0,388
559,1363,958,522,541,786,337,758,1429,874,106,435,505,1150,510,1183,1260,720,192,496,420,320,1118,1301,1105,1000,772,1032,215,605,29,737,506,552,440,165,284,709,845,500,1046,1386,49,779,512,1384,310,1353,491,713,204,1289,454,913,283,60,1200,1281,1153,195,489,331,268,915,351,1322,86,1338,1270,1248,1141,1321,1409,571,132,932,750,65,261,265,453,270,586,130,129,136,617,1180,608,701,1064,33,1113,640,1181,54,971,199,1358,1306
212,330,1119,790,599,924,1175,1293,1133,701,52,563,1303,206,1068,647,1295,1014,686,789,236,1282,862,337,581,456,1334,682,360,987,340,657,99,908,134,35,177,731,394,973,1103,1100,87,1333,156,501,1423,730,258,522,633,531,1278,963,1298,59,389,56,1158,1273,1195,100,175,1060,905,831,1155,552,605,640,559,803,1170,277,663,958,314,316,263,1024,860,28,1363,639,466,1162,828,217,549,1208,867,290,1383,20,736,1200,45,972,636,592
212,330,1119,790,599,924,1293,1175,563,1133,701,52,1068,1303,206,647,1295,789,581,1334,456,1014,686,236,1282,862,337,682,987,360,340,657,99,908,134,35,177,731,394,87,1423,973,1103,1100,1333,501,730,156,258,633,531,522,1278,59,56,1298,963,1024,803,389,100,175,1195,1158,1273,1060,217,831,828,663,905,314,867,860,1155,552,605,1162,559,1354,549,1054,640,277,1170,958,263,1363,316,28,466,477,639,592,1407,1383,1406,1208,476,183
212,1119,330,599,789,790,1334,581,456,1293,924,1068,563,1175,1133,647,52,701,206,1303,1295,1024,1423,1354,1014,236,217,803,828,477,867,1054,686,1407,1282,476,223,862,682,87,987,340,360,337,657,99,908,314,860,178,35,134,177,663,1162,189,731,407,501,549,394,1406,791,730,1126,973,811,319,531,315,633,239,678,1056,931,117,1278,59,1100,754,56,248,1103,258,930,231,207,426,1373,1333,183,100,175,592,271,815,371,995,156,831
212,330,1119,790,599,924,1293,1175,563,701,1133,52,1068,1303,206,647,789,1295,581,1334,456,1014,686,236,1282,337,862,682,360,987,340,657,99,908,134,35,177,731,1423,394,87,973,1103,1100,1333,501,156,730,522,258,633,1024,531,803,1278,59,963,1298,56,389,217,828,100,175,867,1273,1195,1158,1354,1060,314,663,831,860,905,1054,1162,1155,559,552,605,549,640,477,958,277,1170,1407,1363,476,263,223,316,28,466,1406,639,592,178,183
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,33,54,254,637,489,680,1022,1183,971,1257,695,136,265,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,992,604,202,1414,1251,1240,1253,1061,883,257,215,165,424,1342,1347,856,455,267,252,996,261,110,483,253,268,386,836,358,318,1046,750,380,60,1153,806,1091,986,264,875,130,1030,1168,1164,286,361,187,1305,1002,1092,906,392,746,1271,1409,65,230,968,1314,41,502
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282,862,337,360,682,987,236,340,657,99,908,134,35,177,731,394,1103,1100,973,1333,156,87,258,1298,963,522,789,501,389,730,581,633,456,1158,1195,1273,531,1278,1334,59,905,1060,56,1155,100,552,605,175,640,831,1170,316,559,639,277,958,1208,263,290,28,1363,466,1423,1200,736,20,45,636,972,1383,106,1018,505,720,438,663,1222,0,388,314,541
212,330,1119,790,924,599,1175,701,1133,52,1293,1303,206,563,1068,647,1295,789,581,1334,456,337,686,1014,1282,236,862,360,682,987,340,657,99,908,134,35,177,731,1103,394,1100,1423,522,973,87,1333,156,1024,501,963,1298,730,258,803,633,531,1354,559,217,1278,389,59,828,56,1158,1195,1273,958,867,552,905,605,1363,1054,100,477,175,1060,640,1155,1407,314,831,663,860,476,223,1162,549,1170,277,639,316,178,1406,1200,263,1208,28,290
559,1363,958,522,541,786,337,758,1429,874,106,435,505,1150,510,720,1260,192,496,320,1118,1000,605,1301,1105,772,1032,29,552,506,737,1183,440,420,284,709,215,500,845,1386,165,512,1384,310,1353,779,1200,491,204,49,1046,713,195,454,351,86,1281,60,1153,1289,913,283,453,701,489,268,586,1064,640,915,1409,331,1322,65,1338,1270,1248,1141,750,1321,261,130,571,608,932,265,132,270,136,129,438,617,1303,1180,591,199,1113,33,54,971
789,1334,581,456,1024,217,803,1423,828,212,1354,867,1054,477,1119,1407,476,223,330,178,189,407,1406,791,1126,811,314,860,599,319,315,239,1162,931,549,1056,678,117,1068,663,754,248,930,231,426,207,1373,1293,271,563,815,995,371,1073,1010,183,1402,1408,1330,560,242,592,684,855,953,826,632,1025,479,550,69,159,398,647,509,397,1169,94,95,827,383,457,236,690,469,123,182,452,1194,384,149,432,1132,790,87,1295,937,1101,1014,924
1354,477,1024,1407,476,223,217,1054,789,1334,581,456,828,937,867,803,178,678,189,407,791,1126,1056,319,117,315,239,931,1025,754,248,930,1373,207,231,1423,811,1406,1010,212,1169,426,1091,1119,271,995,815,371,485,860,314,330,1073,1162,549,1194,1132,663,599,479,1402,1101,1408,398,1330,159,1286,1068,397,912,183,1293,563,826,855,953,560,658,1148,1142,684,242,69,632,383,702,898,509,540,1314,1146,592,95,94,457,827,690,528,384,182
283,913,331,1183,132,270,1289,1181,932,129,617,768,489,1180,420,33,54,915,1338,172,1322,265,1270,136,1248,1321,1141,971,571,1022,695,1113,1358,1306,1259,1185,637,215,254,165,680,257,268,1251,1257,1240,1253,1046,261,1061,60,1153,883,992,750,604,1342,202,856,318,996,130,380,836,1347,1409,65,49,455,1164,286,361,187,199,264,1281,1092,41,1168,1414,608,986,1030,845,875,786,806,1159,779,1163,733,713,454,1124,358,110,1250,424,1161,1088
789,1334,581,456,1024,1354,212,477,217,1407,1119,476,1054,223,803,828,330,867,1423,599,178,189,407,791,1126,1068,319,678,1293,315,1056,239,117,931,563,811,1406,754,248,930,231,207,1373,937,314,860,790,1162,1025,549,426,663,1010,647,924,271,995,815,371,1073,1295,236,1402,1169,1408,183,1330,560,1014,592,242,684,479,855,87,953,826,1175,632,159,1194,398,1133,1132,52,550,69,397,206,701,509,94,383,95,1303,827,457,690,485,469
212,1119,330,789,1334,1354,581,456,1024,599,477,790,1407,476,1293,223,924,217,1068,563,1054,803,828,1423,1175,867,1133,701,52,647,1303,206,937,1295,178,189,407,791,678,1126,319,1056,315,117,239,1014,236,931,754,248,811,930,1406,231,207,1373,1025,686,314,860,1282,1162,862,337,549,663,87,1010,682,426,987,360,340,271,657,99,908,995,815,371,35,134,177,1073,731,501,1091,394,1169,730,973,183,1402,1408,531,1330,633,592,1103,560
789,1024,1354,1334,581,456,477,217,1407,476,223,1054,828,803,867,1423,178,189,407,212,791,1126,678,319,315,1056,239,117,931,754,248,811,930,1406,1119,231,207,1373,330,937,1025,1010,314,860,426,1162,271,549,599,995,815,371,663,1073,1068,1169,1293,1402,563,1408,1330,183,479,1194,1132,398,159,560,855,953,684,826,242,397,592,632,69,485,1101,509,383,94,95,550,827,457,690,182,469,123,384,149,432,452,1286,647,790,658,1146,236
1354,789,1334,212,1024,581,456,477,1119,1407,330,476,223,217,1054,828,803,599,867,1423,1293,178,1068,937,563,790,189,407,791,678,1126,319,924,1056,315,117,239,931,754,248,930,811,231,1406,207,1373,647,1025,1175,1133,314,52,860,1295,701,1010,206,1162,1303,426,549,663,236,271,1014,995,815,371,1073,1169,1091,87,1402,1408,183,1330,686,1282,560,485,592,479,242,684,1194,1132,855,953,826,632,398,159,862,682,397,550,69,501,987,730
212,1119,330,599,790,789,1293,924,563,1068,1334,581,456,1175,1133,647,52,701,206,1303,1295,1423,1014,236,1024,686,1282,803,862,217,1354,682,828,87,987,867,340,657,99,908,1054,360,337,35,134,177,477,731,1407,501,394,314,973,730,860,476,663,223,531,633,1162,549,1278,1100,59,56,1103,258,178,1406,1333,189,407,811,100,175,791,1126,319,156,315,831,239,592,931,183,678,1056,389,426,117,754,248,930,231,560,1060,242,963,1298
559,1363,958,522,541,786,337,758,1429,874,106,435,505,1150,510,720,1260,192,496,320,1118,1000,605,1301,1105,772,1032,1183,552,29,506,737,420,440,284,709,215,165,500,845,1386,512,1384,310,779,1353,1200,49,1046,491,204,713,195,454,1281,351,60,86,1153,1289,913,283,453,489,701,268,915,331,586,1409,1322,1338,1064,640,1270,65,1248,1141,1321,750,261,571,130,932,132,265,608,270,129,136,617,1180,438,33,1113,1303,199,591,54,1181
559,1363,522,958,337,541,786,1429,874,758,106,701,605,505,552,720,1303,435,1175,1133,52,1200,1150,510,192,640,1103,1260,496,206,1000,320,772,1032,1118,29,360,506,284,440,156,709,1301,1105,512,737,438,1386,1298,963,500,1183,1384,420,310,351,86,1353,1018,491,204,924,195,215,1100,905,1064,165,453,845,283,913,639,1289,1333,1046,779,331,489,49,713,132,454,915,1195,1273,1158,790,270,932,1322,1338,60,1270,1248,1141,129,1321,1153,617
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,686,1014,1282,862,337,360,236,682,987,340,657,99,908,134,35,177,731,394,1103,973,1100,789,1333,581,456,87,156,1334,258,501,522,963,1298,730,389,633,531,1278,59,1273,1158,1195,56,1060,905,100,1155,175,552,605,831,640,1423,1170,559,316,277,958,639,263,1363,28,1208,466,290,1200,736,20,45,1383,972,636,663,106,1018,505,314,860,1162,720,549,438,803
212,330,1119,790,924,599,1175,701,1133,52,1293,1303,206,563,1068,647,1295,789,686,337,1014,581,1282,456,1334,862,236,360,682,987,340,657,99,908,134,35,177,731,394,1103,1100,973,87,522,1333,156,1423,501,258,730,1298,963,633,531,1278,389,59,56,1158,1195,1273,559,905,552,605,100,1060,1024,175,803,958,1155,640,1363,831,217,828,663,314,867,1170,860,277,316,639,1354,1162,1054,263,549,1208,28,466,1200,290,477,106,1407,1383,736
212,330,1119,790,599,924,1293,563,1175,1068,1133,52,647,701,206,1303,1295,1014,686,236,1282,862,682,987,340,657,99,908,35,134,177,360,731,394,973,87,1100,501,258,337,730,1333,1103,633,531,1278,59,389,56,156,1060,100,175,831,1298,963,789,1158,1273,1195,277,1170,1155,581,263,456,905,28,466,316,1334,736,20,45,972,636,1383,640,639,1208,552,522,605,290,1423,1222,0,388,1200,208,663,664,558,1018,1108,463,490,211,1324,1356
212,330,1119,790,599,924,1293,563,1175,1133,52,1068,701,206,647,1303,1295,1014,686,1282,236,862,682,987,340,657,99,908,35,134,360,177,731,394,973,87,1100,337,258,501,1103,1333,730,633,531,1278,389,59,156,56,1060,100,175,963,1298,831,1158,1195,1273,1155,1170,277,905,789,263,28,316,466,581,456,736,20,45,1334,972,636,640,1383,639,522,552,1208,605,290,1423,1222,0,388,1200,208,664,1018,558,663,463,211,1356,1268,1324,958
212,1119,330,599,1293,1068,563,790,924,647,1295,236,1014,1175,1133,52,206,789,701,1303,87,581,456,1282,686,1334,501,862,682,730,340,99,908,531,657,633,987,35,1278,177,134,59,56,973,731,394,258,100,175,1423,831,360,277,1060,263,389,28,466,1383,1100,663,1333,314,1170,20,736,1103,860,972,45,1162,636,592,549,156,550,1155,337,1273,1158,1195,316,1298,963,183,242,560,684,632,905,490,1108,803,623,1222,855,953,543,0,826
1354,477,1024,1407,476,223,217,1054,789,1334,581,456,937,828,867,803,178,678,189,407,791,1126,1056,319,117,315,239,931,1025,754,248,930,1373,207,231,1423,811,1406,1010,212,1169,426,1091,1119,271,995,815,485,371,860,314,330,1073,1162,549,1194,1132,663,599,479,1101,1402,1408,398,1330,159,1286,1068,397,912,183,1293,826,855,563,953,560,658,1148,1142,684,242,69,632,702,1314,383,898,540,509,1146,528,95,592,94,457,635,827,690,384
789,1024,1334,581,456,1354,217,1054,477,803,828,1407,867,476,223,1423,178,189,407,791,1126,319,315,678,239,1056,931,117,811,1406,754,248,930,231,207,1373,426,314,860,1010,271,1162,995,1025,549,815,371,212,1073,663,1169,1402,937,1408,1330,1119,479,183,1194,398,159,1132,560,855,826,953,397,684,242,330,632,69,592,1101,509,383,95,94,827,457,690,182,123,469,384,149,432,452,550,599,1286,485,1068,658,1146,1293,834,561,1415,563
212,1119,330,599,1068,1293,563,789,581,456,1334,790,647,924,1295,236,1014,1423,87,501,730,1175,531,1133,52,206,633,1278,663,56,59,1282,314,701,1303,686,860,175,100,1162,682,340,862,99,908,549,831,657,258,35,177,134,592,987,973,803,731,394,550,183,1383,277,242,560,684,263,632,28,466,828,1060,867,1402,855,953,1408,826,1330,360,389,1406,20,217,69,736,972,45,636,1170,452,509,1100,1024,94,426,469,827,457,1333,95
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,637,680,33,54,489,1257,1022,971,695,136,265,1183,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,1414,420,992,604,202,1091,1251,1240,1253,424,1061,883,257,267,252,253,483,110,386,1347,215,455,165,1342,856,358,996,261,268,836,806,986,318,1314,937,380,750,1046,875,60,906,392,1153,414,1002,569,264,1331,635,528,1271,1272,427,1305,130,1030,746,1243,1168,230,1164
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,563,206,1068,647,1295,686,1014,1282,862,236,682,337,987,360,340,657,99,908,134,35,177,731,394,789,973,1103,1100,581,456,87,1334,1333,156,501,258,730,633,963,1298,522,531,389,1278,59,56,1195,1273,1158,1060,100,905,175,1423,1155,831,552,605,640,1170,277,316,559,263,639,28,466,958,1208,290,1363,736,20,1200,1383,45,663,972,636,314,860,106,1162,1018,549,505,803,592,720
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282,337,862,360,987,682,236,340,657,99,908,134,35,177,731,394,1103,1100,973,1333,156,87,522,1298,963,258,501,389,789,730,1158,1273,1195,633,531,581,1278,905,456,59,1060,1155,56,1334,552,605,100,640,175,831,1170,316,559,639,958,277,1208,290,1363,263,28,466,1200,1423,736,20,45,636,972,106,1383,1018,505,720,438,663,1222,0,388,541,664
212,1119,330,789,581,456,599,1334,1068,1293,563,1423,647,790,236,1295,87,924,1014,663,314,860,1162,803,549,501,730,531,633,56,592,1278,59,828,183,175,550,1175,867,100,242,560,1133,206,52,684,1282,831,632,217,686,1024,1402,1406,855,1408,258,953,340,1330,682,701,1303,99,908,826,862,1383,657,35,177,69,277,973,134,426,987,811,1054,509,394,731,452,94,271,263,371,815,827,469,457,95,28,466,995,690,123,1073,182,432
1354,937,477,1407,476,223,1091,1024,1025,1054,1314,678,217,528,635,414,1331,427,1056,117,178,189,283,407,791,1126,319,913,132,239,485,315,931,331,270,1181,754,248,930,768,1373,828,207,231,867,172,254,1010,129,617,932,637,680,1180,1289,1169,1257,803,33,1272,54,569,540,702,912,898,1022,489,1148,1142,700,1414,1263,1173,695,811,971,136,265,915,1338,537,1322,1243,1270,1183,1248,1321,1141,1113,571,1334,1185,424,1306,1358,1406,1259,392,906
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022,1257,971,1183,695,136,265,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,992,1414,604,202,1251,1240,1253,1061,883,257,424,215,165,267,252,1342,1347,253,483,856,455,110,996,261,268,386,1091,358,836,318,1046,750,380,806,60,1153,986,875,264,130,906,392,1002,1030,1314,1305,1168,1271,1164,286,361,187,746,937,569,1092,414,1272,1331,1409
212,1119,330,599,789,1068,1293,581,456,563,1334,790,647,1423,236,1295,924,1014,87,501,730,663,531,314,1175,633,860,1133,52,206,1162,1278,56,59,549,1282,803,701,175,1303,686,100,592,682,831,340,862,99,908,657,258,183,35,550,177,134,828,987,973,242,560,684,867,632,731,394,1383,277,217,1402,855,953,263,1408,1330,1406,826,1024,28,466,69,1060,426,509,452,811,94,360,827,469,1054,457,271,95,371,389,815,690,123,182
212,1119,330,599,1068,1293,563,790,789,647,581,456,924,1334,1295,236,1014,87,1423,1175,1133,52,206,501,730,531,633,1282,701,1303,1278,59,56,686,682,862,340,175,99,908,100,657,663,35,831,258,177,987,134,973,314,731,394,860,1162,549,277,1383,592,263,28,466,550,1060,183,803,360,242,560,389,684,632,20,736,972,1100,45,1170,636,1333,855,953,1402,826,1408,1330,828,867,69,1103,1406,490,1108,452,509,94,217,623,469,827
789,1334,581,456,1024,217,803,1423,828,867,1354,1054,212,477,1407,476,223,1119,178,189,407,1406,330,791,1126,811,314,860,319,315,239,1162,931,1056,549,678,117,754,248,663,599,930,231,426,207,1373,1068,271,815,995,371,1293,1073,1010,563,1402,183,1408,1330,560,242,684,592,855,953,826,632,1025,479,69,159,550,398,397,509,1169,94,95,383,827,457,690,469,123,1194,182,452,384,149,432,1132,647,236,87,1101,790,937,1295,1146,658
212,330,1119,790,599,924,1293,563,1175,1068,1133,52,701,206,647,1303,1295,1014,686,1282,236,862,682,987,340,657,99,908,35,134,177,360,731,394,973,87,1100,258,501,337,1333,1103,730,633,531,1278,59,389,56,156,1060,100,175,831,963,1298,1158,1195,1273,1155,1170,789,277,905,263,28,581,466,456,316,736,1334,20,45,972,636,1383,640,639,1208,522,552,605,290,1423,1222,0,388,1200,208,664,663,1018,558,463,1108,211,490,1324,1356
212,1119,330,789,581,456,1334,599,1068,1293,563,1423,647,790,236,1295,87,924,1014,663,314,860,1162,803,549,501,730,531,633,592,56,59,1278,828,183,867,550,175,242,560,100,684,1175,217,632,1133,206,1282,52,831,1024,1406,1402,1408,855,953,1330,686,826,258,340,682,99,1383,908,1303,701,862,657,69,426,35,177,277,811,1054,973,134,509,271,452,987,94,371,815,827,469,457,995,95,394,690,263,1073,731,123,182,432,149,28
212,330,1119,599,790,924,1293,1175,701,563,1133,52,1068,1303,789,206,1334,581,456,647,1295,1014,686,337,236,1282,1024,862,1423,360,682,1354,987,340,657,99,908,217,803,134,35,177,477,731,828,87,394,1407,1103,1054,867,973,1100,476,223,522,1333,501,156,730,633,531,258,314,860,1278,1298,963,663,178,59,56,1162,189,549,407,559,389,1406,791,1126,100,175,319,811,1273,1158,1195,315,678,958,239,1056,831,905,1060,931,1363,552,117
212,1119,330,599,1293,1068,563,790,647,924,1295,236,789,1014,581,456,1334,1175,87,1133,52,206,701,1303,1282,501,730,686,531,633,862,682,1278,340,1423,59,56,99,908,657,35,987,177,134,175,100,258,973,731,394,831,663,277,1383,360,263,1060,28,314,466,860,389,1162,549,592,1100,1333,20,736,1170,550,972,45,636,183,1103,242,560,684,632,803,156,1155,316,1158,1273,1195,490,337,1108,963,1298,855,953,1402,826,623,1408,1330,69
