,UserId,VenueId,TimeZone,Latitude,Longitude,Category,City,CountryCode,Time,Date,Local_Time,L1_Category,RegionId,R_Latitude,R_Longitude,#checked_region,active_regionId_1,active_regionId_2,time_sort,Local_Time_True
5262,50019,4b0586e8f964a520787422e3,-360,51.037878,-114.073691,Bar,Calgary,CA,1:10:48,2012526,26/5/2012 1:10,Nightlife Spot,3,51.04521019,-114.0721947,5,3,-1,26/5/2012 1:10,25/5/2012 19:10
7297,140752,4f695c98e4b06dfbd2ca8983,-360,51.127309,-114.137087,Residential Building (Apartment / Condo),Calgary,CA,1:15:11,2012526,26/5/2012 1:15,Residence,1,51.08435347,-114.1442215,4,1,-1,26/5/2012 1:15,25/5/2012 19:15
824,5554,4b54c690f964a520eccb27e3,-360,50.996823,-114.065595,Light Rail,Calgary,CA,1:30:01,2012526,26/5/2012 1:30,Travel & Transport,2,50.9840273,-114.0676628,8,3,-1,26/5/2012 1:30,25/5/2012 19:30
2303,19012,4b0586e9f964a520cb7422e3,-360,50.974369,-114.1206,Lake,Calgary,CA,1:36:28,2012526,26/5/2012 1:36,Outdoors & Recreation,7,51.01945284,-114.133794,6,3,2,26/5/2012 1:36,25/5/2012 19:36
5930,78628,4f8f3537e4b0cb22883d5fb8,-360,50.906242,-114.112234,Home (private),Calgary,CA,2:08:51,2012526,26/5/2012 2:08,Residence,5,50.90766896,-114.0744693,5,5,-1,26/5/2012 2:08,25/5/2012 20:08
4958,48512,4b6e0876f964a520f8a42ce3,-360,51.098789,-114.144016,Mall,Calgary,CA,2:32:50,2012526,26/5/2012 2:32,Shop & Service,1,51.08435347,-114.1442215,6,1,-1,26/5/2012 2:32,25/5/2012 20:32
5092,49529,4b0586e9f964a520b07422e3,-360,51.045246,-114.080915,Nightclub,Calgary,CA,2:49:57,2012526,26/5/2012 2:49,Nightlife Spot,3,51.04521019,-114.0721947,6,3,-1,26/5/2012 2:49,25/5/2012 20:49
2504,20101,4d2a15ceb818a35d3c6ba48a,-360,51.038285,-114.075322,Winery,Calgary,CA,3:04:31,2012526,26/5/2012 3:04,Professional & Other Places,3,51.04521019,-114.0721947,8,8,3,26/5/2012 3:04,25/5/2012 21:04
9045,234752,4dfaa9d31f6eeef806a8964e,-360,51.04331,-114.07023,Pub,Calgary,CA,3:17:12,2012526,26/5/2012 3:17,Nightlife Spot,3,51.04521019,-114.0721947,4,3,-1,26/5/2012 3:17,25/5/2012 21:17
3094,21588,4d97966f647d8cfac097d93d,-360,51.019438,-114.205391,Office,Calgary,CA,3:28:43,2012526,26/5/2012 3:28,Professional & Other Places,7,51.01945284,-114.133794,4,2,-1,26/5/2012 3:28,25/5/2012 21:28
5931,78628,4f8f7472e4b0762089da32f3,-360,50.906242,-114.112234,Home (private),Calgary,CA,3:35:59,2012526,26/5/2012 3:35,Residence,5,50.90766896,-114.0744693,5,5,-1,26/5/2012 3:35,25/5/2012 21:35
7972,174234,4b071a81f964a5204bf722e3,-360,51.040538,-114.066008,Pub,Calgary,CA,3:52:50,2012526,26/5/2012 3:52,Nightlife Spot,3,51.04521019,-114.0721947,2,3,-1,26/5/2012 3:52,25/5/2012 21:52
7973,174234,4c09c3b3bbc676b0bfdd48d5,-360,51.043276,-114.066174,Gay Bar,Calgary,CA,4:07:54,2012526,26/5/2012 4:07,Nightlife Spot,3,51.04521019,-114.0721947,2,3,-1,26/5/2012 4:07,25/5/2012 22:07
7974,174234,4b0586e8f964a5207a7422e3,-360,51.043229,-114.084408,Gay Bar,Calgary,CA,4:51:37,2012526,26/5/2012 4:51,Nightlife Spot,3,51.04521019,-114.0721947,2,3,-1,26/5/2012 4:51,25/5/2012 22:51
826,5554,4b844f1df964a520e82d31e3,-360,50.923283,-114.07319,Light Rail,Calgary,CA,4:55:00,2012526,26/5/2012 4:55,Travel & Transport,5,50.90766896,-114.0744693,8,3,-1,26/5/2012 4:55,25/5/2012 22:55
2505,20101,4d5f467e196ba093902c0c56,-360,51.04195,-114.035737,Pizza Place,Calgary,CA,4:59:29,2012526,26/5/2012 4:59,Food,3,51.04521019,-114.0721947,8,8,3,26/5/2012 4:59,25/5/2012 22:59
9138,238329,4b6244a1f964a5207f3f2ae3,-360,50.91682,-113.961363,Brewery,Calgary,CA,5:53:24,2012526,26/5/2012 5:53,Nightlife Spot,4,50.94184936,-113.9709723,4,4,-1,26/5/2012 5:53,25/5/2012 23:53
4209,37039,4b4fc814f964a5202a1527e3,-360,50.983476,-114.04087,Fast Food Restaurant,Calgary,CA,7:10:23,2012526,26/5/2012 7:10,Food,2,50.9840273,-114.0676628,6,0,-1,26/5/2012 7:10,26/5/2012 1:10
194,3629,4babe70df964a520afd33ae3,-360,51.076839,-113.980218,Building,Calgary,CA,7:51:45,2012526,26/5/2012 7:51,Professional & Other Places,0,51.07113762,-113.9839832,6,3,0,26/5/2012 7:51,26/5/2012 1:51
195,3629,4e52bbfad1643fe9163f3131,-360,51.077975,-113.984349,Home (private),Calgary,CA,7:54:08,2012526,26/5/2012 7:54,Residence,0,51.07113762,-113.9839832,6,3,0,26/5/2012 7:54,26/5/2012 1:54
6138,86517,4fb4c1a2e4b015cb2228cc19,-360,51.124454,-114.15873,Moving Target,Calgary,CA,8:57:23,2012526,26/5/2012 8:57,Travel & Transport,8,51.11557161,-114.1962583,5,8,1,26/5/2012 8:57,26/5/2012 2:57
825,5554,4b0586edf964a5200d7622e3,-360,51.03634,-114.057445,Event Space,Calgary,CA,23:01:48,2012526,26/5/2012 23:01,Professional & Other Places,3,51.04521019,-114.0721947,8,3,-1,26/5/2012 23:01,26/5/2012 17:01
193,3629,4e52bbfad1643fe9163f3131,-360,51.077975,-113.984349,Home (private),Calgary,CA,23:02:32,2012526,26/5/2012 23:02,Residence,0,51.07113762,-113.9839832,6,3,0,26/5/2012 23:02,26/5/2012 17:02
8132,176397,4b3fcbf7f964a520feae25e3,-360,51.115835,-114.069843,Grocery Store,Calgary,CA,23:06:54,2012526,26/5/2012 23:06,Shop & Service,6,51.13595686,-114.0478197,4,8,1,26/5/2012 23:06,26/5/2012 17:06
827,5554,4bbe36f9061fb713a8ebedce,-360,51.046898,-114.079885,Light Rail,Calgary,CA,0:12:06,2012527,27/5/2012 0:12,Travel & Transport,3,51.04521019,-114.0721947,8,3,-1,27/5/2012 0:12,26/5/2012 18:12
2304,19012,4b0586e9f964a520cb7422e3,-360,50.974369,-114.1206,Lake,Calgary,CA,0:35:02,2012527,27/5/2012 0:35,Outdoors & Recreation,7,51.01945284,-114.133794,6,3,2,27/5/2012 0:35,26/5/2012 18:35
828,5554,4b6304d2f964a520fb5d2ae3,-360,51.058623,-113.981676,Light Rail,Calgary,CA,0:36:51,2012527,27/5/2012 0:36,Travel & Transport,0,51.07113762,-113.9839832,8,3,-1,27/5/2012 0:36,26/5/2012 18:36
9256,256556,4bf4491b370e76b0c387bd4a,-360,50.950077,-114.063447,Home (private),Calgary,CA,0:40:59,2012527,27/5/2012 0:40,Residence,2,50.9840273,-114.0676628,4,2,-1,27/5/2012 0:40,26/5/2012 18:40
5093,49529,4b0586e9f964a520b07422e3,-360,51.045246,-114.080915,Nightclub,Calgary,CA,0:42:08,2012527,27/5/2012 0:42,Nightlife Spot,3,51.04521019,-114.0721947,6,3,-1,27/5/2012 0:42,26/5/2012 18:42
6523,103388,4b605aaef964a52057e129e3,-360,51.098684,-114.144369,Gym,Calgary,CA,0:54:10,2012527,27/5/2012 0:54,Outdoors & Recreation,1,51.08435347,-114.1442215,5,1,-1,27/5/2012 0:54,26/5/2012 18:54
6280,87831,4fb1a371e4b0b5bcd2bf1c9a,-360,51.092363,-114.143179,Residential Building (Apartment / Condo),Calgary,CA,0:58:23,2012527,27/5/2012 0:58,Residence,1,51.08435347,-114.1442215,5,1,-1,27/5/2012 0:58,26/5/2012 18:58
6381,88398,4bb2ae9214cfd13af35015ab,-360,50.90831,-114.066067,Movie Theater,Calgary,CA,1:21:29,2012527,27/5/2012 1:21,Arts & Entertainment,5,50.90766896,-114.0744693,4,4,-1,27/5/2012 1:21,26/5/2012 19:21
196,3629,4bb408c10cbcef3b22a9582a,-360,51.076896,-113.980577,Smoke Shop,Calgary,CA,1:52:06,2012527,27/5/2012 1:52,Shop & Service,0,51.07113762,-113.9839832,6,3,0,27/5/2012 1:52,26/5/2012 19:52
7352,142272,4dfaa9d31f6eeef806a8964e,-360,51.04331,-114.07023,Pub,Calgary,CA,1:53:25,2012527,27/5/2012 1:53,Nightlife Spot,3,51.04521019,-114.0721947,6,4,-1,27/5/2012 1:53,26/5/2012 19:53
9139,238329,4ba66d9af964a520715139e3,-360,50.933767,-113.960538,Hardware Store,Calgary,CA,2:07:08,2012527,27/5/2012 2:07,Shop & Service,4,50.94184936,-113.9709723,4,4,-1,27/5/2012 2:07,26/5/2012 20:07
5264,50019,4e1dfc8f6284d5831b40018b,-360,51.046598,-114.067877,City,Calgary,CA,2:19:42,2012527,27/5/2012 2:19,Outdoors & Recreation,3,51.04521019,-114.0721947,5,3,-1,27/5/2012 2:19,26/5/2012 20:19
5263,50019,4ef774de6c25c411eb4c18eb,-360,51.027603,-114.063072,Home (private),Calgary,CA,2:19:18,2012527,27/5/2012 2:19,Residence,3,51.04521019,-114.0721947,5,3,-1,27/5/2012 2:19,26/5/2012 20:19
5934,78628,4f8f7472e4b0762089da32f3,-360,50.906242,-114.112234,Home (private),Calgary,CA,2:26:53,2012527,27/5/2012 2:26,Residence,5,50.90766896,-114.0744693,5,5,-1,27/5/2012 2:26,26/5/2012 20:26
7298,140752,4af84180f964a520ae0b22e3,-360,50.965457,-114.073282,Restaurant,Calgary,CA,2:26:26,2012527,27/5/2012 2:26,Food,2,50.9840273,-114.0676628,4,1,-1,27/5/2012 2:26,26/5/2012 20:26
9257,256556,4bf4491b370e76b0c387bd4a,-360,50.950077,-114.063447,Home (private),Calgary,CA,3:05:24,2012527,27/5/2012 3:05,Residence,2,50.9840273,-114.0676628,4,2,-1,27/5/2012 3:05,26/5/2012 21:05
9046,234752,4dfaa9d31f6eeef806a8964e,-360,51.04331,-114.07023,Pub,Calgary,CA,3:40:28,2012527,27/5/2012 3:40,Nightlife Spot,3,51.04521019,-114.0721947,4,3,-1,27/5/2012 3:40,26/5/2012 21:40
6139,86517,4f5d1285e4b0cfc5e253c03f,-360,51.129164,-114.156058,Home (private),Calgary,CA,3:59:40,2012527,27/5/2012 3:59,Residence,8,51.11557161,-114.1962583,5,8,1,27/5/2012 3:59,26/5/2012 21:59
4212,37039,4ebf070fd3e3700a5b33c3b7,-360,50.920102,-113.94744,Home (private),Calgary,CA,4:00:19,2012527,27/5/2012 4:00,Residence,4,50.94184936,-113.9709723,6,0,-1,27/5/2012 4:00,26/5/2012 22:00
7977,174234,4b0586e8f964a5207a7422e3,-360,51.043229,-114.084408,Gay Bar,Calgary,CA,4:57:29,2012527,27/5/2012 4:57,Nightlife Spot,3,51.04521019,-114.0721947,2,3,-1,27/5/2012 4:57,26/5/2012 22:57
205,3629,4babe70df964a520afd33ae3,-360,51.076839,-113.980218,Building,Calgary,CA,5:31:18,2012527,27/5/2012 5:31,Professional & Other Places,0,51.07113762,-113.9839832,6,3,0,27/5/2012 5:31,26/5/2012 23:31
7299,140752,4b0586e9f964a520b87422e3,-360,50.970674,-114.072476,Nightclub,Calgary,CA,6:28:41,2012527,27/5/2012 6:28,Nightlife Spot,2,50.9840273,-114.0676628,4,1,-1,27/5/2012 6:28,27/5/2012 0:28
6140,86517,4fb4c1a2e4b015cb2228cc19,-360,51.124454,-114.15873,Moving Target,Calgary,CA,7:47:14,2012527,27/5/2012 7:47,Travel & Transport,8,51.11557161,-114.1962583,5,8,1,27/5/2012 7:47,27/5/2012 1:47
8189,183674,4b7b06bcf964a5200b4d2fe3,-360,50.903797,-114.065166,Burger Joint,Calgary,CA,8:43:46,2012527,27/5/2012 8:43,Food,5,50.90766896,-114.0744693,7,5,-1,27/5/2012 8:43,27/5/2012 2:43
7300,140752,4b6b0e9df964a520d6ef2be3,-360,51.09947,-114.142089,Fast Food Restaurant,Calgary,CA,8:50:37,2012527,27/5/2012 8:50,Food,1,51.08435347,-114.1442215,4,1,-1,27/5/2012 8:50,27/5/2012 2:50
5932,78628,4b5f9164f964a52017c229e3,-360,50.89918,-114.065523,Coffee Shop,Calgary,CA,12:02:33,2012527,27/5/2012 12:02,Drink,5,50.90766896,-114.0744693,5,5,-1,27/5/2012 12:02,27/5/2012 6:02
8133,176397,4dd3b44eb0fbf653b642e4dc,-360,51.150634,-114.215642,Residential Building (Apartment / Condo),Calgary,CA,12:40:47,2012527,27/5/2012 12:40,Residence,8,51.11557161,-114.1962583,4,8,1,27/5/2012 12:40,27/5/2012 6:40
829,5554,4b0586edf964a520f37522e3,-360,51.03371,-114.054938,Racetrack,Calgary,CA,13:03:38,2012527,27/5/2012 13:03,Arts & Entertainment,3,51.04521019,-114.0721947,8,3,-1,27/5/2012 13:03,27/5/2012 7:03
8247,188592,4db848ec43a1a75c1f6f960c,-360,51.040032,-114.081751,Donut Shop,Calgary,CA,15:03:50,2012527,27/5/2012 15:03,Food,3,51.04521019,-114.0721947,4,3,7,27/5/2012 15:03,27/5/2012 9:03
6710,113564,4b0586edf964a520f37522e3,-360,51.03371,-114.054938,Racetrack,Calgary,CA,15:13:46,2012527,27/5/2012 15:13,Arts & Entertainment,3,51.04521019,-114.0721947,2,3,-1,27/5/2012 15:13,27/5/2012 9:13
3385,27217,4b48b64bf964a520b95326e3,-360,51.025991,-113.964561,Skating Rink,Calgary,CA,15:24:29,2012527,27/5/2012 15:24,Outdoors & Recreation,0,51.07113762,-113.9839832,6,6,-1,27/5/2012 15:24,27/5/2012 9:24
8248,188592,4b0586edf964a5201c7622e3,-360,51.017264,-114.189363,Church,Calgary,CA,15:29:55,2012527,27/5/2012 15:29,Professional & Other Places,7,51.01945284,-114.133794,4,3,7,27/5/2012 15:29,27/5/2012 9:29
1625,15239,4b67279df964a520373e2be3,-360,51.084709,-114.124732,Drugstore / Pharmacy,Calgary,CA,15:41:47,2012527,27/5/2012 15:41,Shop & Service,1,51.08435347,-114.1442215,8,3,-1,27/5/2012 15:41,27/5/2012 9:41
3095,21588,4d28c974b818a35d07a7988a,-360,50.984191,-114.072825,Caf,Calgary,CA,15:59:44,2012527,27/5/2012 15:59,Drink,2,50.9840273,-114.0676628,4,2,-1,27/5/2012 15:59,27/5/2012 9:59
2506,20101,4edbfaa84901c8be1f79ce81,-360,51.037912,-114.074623,Caf,Calgary,CA,16:46:08,2012527,27/5/2012 16:46,Drink,3,51.04521019,-114.0721947,8,8,3,27/5/2012 16:46,27/5/2012 10:46
2507,20101,4d2a15ceb818a35d3c6ba48a,-360,51.038285,-114.075322,Winery,Calgary,CA,16:58:14,2012527,27/5/2012 16:58,Professional & Other Places,3,51.04521019,-114.0721947,8,8,3,27/5/2012 16:58,27/5/2012 10:58
830,5554,4b844f1df964a520e82d31e3,-360,50.923283,-114.07319,Light Rail,Calgary,CA,17:12:31,2012527,27/5/2012 17:12,Travel & Transport,5,50.90766896,-114.0744693,8,3,-1,27/5/2012 17:12,27/5/2012 11:12
5760,76333,4ce2ec4518028cfa8d40b9f7,-360,51.022574,-114.105999,Music Store,Calgary,CA,17:34:04,2012527,27/5/2012 17:34,Shop & Service,7,51.01945284,-114.133794,6,7,-1,27/5/2012 17:34,27/5/2012 11:34
3096,21588,4bc570226c26b7137b55ebf3,-360,50.984127,-114.072504,Farmers Market,Calgary,CA,17:37:28,2012527,27/5/2012 17:37,Shop & Service,2,50.9840273,-114.0676628,4,2,-1,27/5/2012 17:37,27/5/2012 11:37
8187,183674,4ce2e221f8cdb1f7c59ca412,-360,50.982807,-114.039314,Burger Joint,Calgary,CA,18:38:32,2012527,27/5/2012 18:38,Food,2,50.9840273,-114.0676628,7,5,-1,27/5/2012 18:38,27/5/2012 12:38
2508,20101,4b86eb72f964a520e1a531e3,-360,50.96586,-114.070272,Department Store,Calgary,CA,18:43:58,2012527,27/5/2012 18:43,Shop & Service,2,50.9840273,-114.0676628,8,8,3,27/5/2012 18:43,27/5/2012 12:43
6524,103388,4b6b5f86f964a5205f042ce3,-360,51.151388,-114.213649,Grocery Store,Calgary,CA,19:16:03,2012527,27/5/2012 19:16,Shop & Service,8,51.11557161,-114.1962583,5,1,-1,27/5/2012 19:16,27/5/2012 13:16
5761,76333,4b91841bf964a52047c233e3,-360,51.006562,-114.105867,Pool,Calgary,CA,19:32:06,2012527,27/5/2012 19:32,Outdoors & Recreation,7,51.01945284,-114.133794,6,7,-1,27/5/2012 19:32,27/5/2012 13:32
8188,183674,4b6c7c4af964a520ee3d2ce3,-360,50.980506,-114.041948,Furniture / Home Store,Calgary,CA,19:39:14,2012527,27/5/2012 19:39,Shop & Service,2,50.9840273,-114.0676628,7,5,-1,27/5/2012 19:39,27/5/2012 13:39
6732,115100,4ead96469a52ba784784b094,-360,50.957347,-113.959617,Gas Station / Garage,Calgary,CA,19:39:07,2012527,27/5/2012 19:39,Shop & Service,4,50.94184936,-113.9709723,5,4,-1,27/5/2012 19:39,27/5/2012 13:39
197,3629,4b72d531f964a520dd8a2de3,-360,51.075023,-113.98176,Light Rail,Calgary,CA,20:08:58,2012527,27/5/2012 20:08,Travel & Transport,0,51.07113762,-113.9839832,6,3,0,27/5/2012 20:08,27/5/2012 14:08
9230,255357,4b04acc5f964a520165622e3,-360,51.084554,-114.15517,Mall,Calgary,CA,20:14:01,2012527,27/5/2012 20:14,Shop & Service,1,51.08435347,-114.1442215,5,1,-1,27/5/2012 20:14,27/5/2012 14:14
198,3629,4b21a170f964a520373f24e3,-360,51.046256,-114.056676,Light Rail,Calgary,CA,20:20:55,2012527,27/5/2012 20:20,Travel & Transport,3,51.04521019,-114.0721947,6,3,0,27/5/2012 20:20,27/5/2012 14:20
4210,37039,4b33900ff964a520cd1a25e3,-360,50.989179,-114.045811,Miscellaneous Shop,Calgary,CA,20:30:36,2012527,27/5/2012 20:30,Shop & Service,2,50.9840273,-114.0676628,6,0,-1,27/5/2012 20:30,27/5/2012 14:30
199,3629,4b0586edf964a5202a7622e3,-360,51.046261,-114.0656,Department Store,Calgary,CA,20:31:27,2012527,27/5/2012 20:31,Shop & Service,3,51.04521019,-114.0721947,6,3,0,27/5/2012 20:31,27/5/2012 14:31
9231,255357,4b06f8a1f964a5208ff422e3,-360,51.082822,-114.154247,Electronics Store,Calgary,CA,20:43:02,2012527,27/5/2012 20:43,Shop & Service,1,51.08435347,-114.1442215,5,1,-1,27/5/2012 20:43,27/5/2012 14:43
200,3629,4b0586e9f964a520d17422e3,-360,51.045684,-114.065466,Monument / Landmark,Calgary,CA,20:43:05,2012527,27/5/2012 20:43,Professional & Other Places,3,51.04521019,-114.0721947,6,3,0,27/5/2012 20:43,27/5/2012 14:43
2125,18568,4c029062187ec928bf59b47b,-360,51.037161,-114.071551,General Entertainment,Calgary,CA,20:46:29,2012527,27/5/2012 20:46,Arts & Entertainment,3,51.04521019,-114.0721947,5,3,6,27/5/2012 20:46,27/5/2012 14:46
3253,26117,4c029062187ec928bf59b47b,-360,51.037161,-114.071551,General Entertainment,Calgary,CA,20:46:11,2012527,27/5/2012 20:46,Arts & Entertainment,3,51.04521019,-114.0721947,6,3,-1,27/5/2012 20:46,27/5/2012 14:46
201,3629,4b76ed79f964a5205f6b2ee3,-360,51.045706,-114.067115,Fast Food Restaurant,Calgary,CA,20:49:43,2012527,27/5/2012 20:49,Food,3,51.04521019,-114.0721947,6,3,0,27/5/2012 20:49,27/5/2012 14:49
6711,113564,4c029062187ec928bf59b47b,-360,51.037161,-114.071551,General Entertainment,Calgary,CA,20:52:49,2012527,27/5/2012 20:52,Arts & Entertainment,3,51.04521019,-114.0721947,2,3,-1,27/5/2012 20:52,27/5/2012 14:52
202,3629,4c9b77b1b8e9224b9dac563d,-360,51.046189,-114.067251,Mall,Calgary,CA,20:55:10,2012527,27/5/2012 20:55,Shop & Service,3,51.04521019,-114.0721947,6,3,0,27/5/2012 20:55,27/5/2012 14:55
203,3629,4bef093ec80dc928c26627e3,-360,51.046466,-114.068985,Light Rail,Calgary,CA,21:00:23,2012527,27/5/2012 21:00,Travel & Transport,3,51.04521019,-114.0721947,6,3,0,27/5/2012 21:00,27/5/2012 15:00
2818,21272,4c029062187ec928bf59b47b,-360,51.037161,-114.071551,General Entertainment,Calgary,CA,21:06:33,2012527,27/5/2012 21:06,Arts & Entertainment,3,51.04521019,-114.0721947,3,3,-1,27/5/2012 21:06,27/5/2012 15:06
5933,78628,4f8f3537e4b0cb22883d5fb8,-360,50.906242,-114.112234,Home (private),Calgary,CA,21:18:02,2012527,27/5/2012 21:18,Residence,5,50.90766896,-114.0744693,5,5,-1,27/5/2012 21:18,27/5/2012 15:18
204,3629,4b4f7d52f964a520a20827e3,-360,50.954642,-114.074478,Light Rail,Calgary,CA,21:21:46,2012527,27/5/2012 21:21,Travel & Transport,2,50.9840273,-114.0676628,6,3,0,27/5/2012 21:21,27/5/2012 15:21
8704,216506,4b83215ff964a52078f930e3,-360,50.978345,-114.074006,Light Rail,Calgary,CA,21:45:57,2012527,27/5/2012 21:45,Travel & Transport,2,50.9840273,-114.0676628,4,5,-1,27/5/2012 21:45,27/5/2012 15:45
3254,26117,4b89850ef964a520563e32e3,-360,51.037775,-114.094658,Clothing Store,Calgary,CA,22:00:39,2012527,27/5/2012 22:00,Shop & Service,3,51.04521019,-114.0721947,6,3,-1,27/5/2012 22:00,27/5/2012 16:00
4211,37039,4ebf070fd3e3700a5b33c3b7,-360,50.920102,-113.94744,Home (private),Calgary,CA,22:04:44,2012527,27/5/2012 22:04,Residence,4,50.94184936,-113.9709723,6,0,-1,27/5/2012 22:04,27/5/2012 16:04
2126,18568,4b26e358f964a520868224e3,-360,51.037746,-114.092669,American Restaurant,Calgary,CA,22:12:46,2012527,27/5/2012 22:12,Food,3,51.04521019,-114.0721947,5,3,6,27/5/2012 22:12,27/5/2012 16:12
7731,163592,4b19ef4ef964a52052e623e3,-360,51.031648,-114.071571,Pub,Calgary,CA,22:43:42,2012527,27/5/2012 22:43,Nightlife Spot,3,51.04521019,-114.0721947,4,3,2,27/5/2012 22:43,27/5/2012 16:43
7975,174234,4c029062187ec928bf59b47b,-360,51.037161,-114.071551,General Entertainment,Calgary,CA,22:43:01,2012527,27/5/2012 22:43,Arts & Entertainment,3,51.04521019,-114.0721947,2,3,-1,27/5/2012 22:43,27/5/2012 16:43
1626,15239,4f25ec27e4b0b2f990fbcead,-360,51.041897,-114.089192,Convenience Store,Calgary,CA,23:18:48,2012527,27/5/2012 23:18,Shop & Service,3,51.04521019,-114.0721947,8,3,-1,27/5/2012 23:18,27/5/2012 17:18
7976,174234,4c4a5db4959220a1d047010e,-360,50.995157,-114.074012,Steakhouse,Calgary,CA,23:32:47,2012527,27/5/2012 23:32,Food,2,50.9840273,-114.0676628,2,3,-1,27/5/2012 23:32,27/5/2012 17:32
8643,215193,4e1dfc8f6284d5831b40018b,-360,51.046598,-114.067877,City,Calgary,CA,23:37:13,2012527,27/5/2012 23:37,Outdoors & Recreation,3,51.04521019,-114.0721947,5,2,-1,27/5/2012 23:37,27/5/2012 17:37
8642,215193,4c2bda72f7acef3bfa66ed0c,-360,50.956547,-114.033813,Home (private),Calgary,CA,23:37:49,2012527,27/5/2012 23:37,Residence,2,50.9840273,-114.0676628,5,2,-1,27/5/2012 23:37,27/5/2012 17:37
3097,21588,4d97966f647d8cfac097d93d,-360,51.019438,-114.205391,Office,Calgary,CA,23:54:35,2012527,27/5/2012 23:54,Professional & Other Places,7,51.01945284,-114.133794,4,2,-1,27/5/2012 23:54,27/5/2012 17:54
5094,49529,4c0e1528b40eef3bd525f6db,-360,50.989744,-114.070701,Restaurant,Calgary,CA,0:08:52,2012528,28/5/2012 0:08,Food,2,50.9840273,-114.0676628,6,3,-1,28/5/2012 0:08,27/5/2012 18:08
6281,87831,4fb1a371e4b0b5bcd2bf1c9a,-360,51.092363,-114.143179,Residential Building (Apartment / Condo),Calgary,CA,0:15:39,2012528,28/5/2012 0:15,Residence,1,51.08435347,-114.1442215,5,1,-1,28/5/2012 0:15,27/5/2012 18:15
2509,20101,4bb90f4598c7ef3bd1be3102,-360,51.043202,-114.087481,Grocery Store,Calgary,CA,0:17:14,2012528,28/5/2012 0:17,Shop & Service,3,51.04521019,-114.0721947,8,8,3,28/5/2012 0:17,27/5/2012 18:17
8249,188592,4b0586edf964a5201c7622e3,-360,51.017264,-114.189363,Church,Calgary,CA,0:37:49,2012528,28/5/2012 0:37,Professional & Other Places,7,51.01945284,-114.133794,4,3,7,28/5/2012 0:37,27/5/2012 18:37
2308,19012,4fba9fc5e4b0e2476392aa80,-360,50.962029,-114.109929,Home (private),Calgary,CA,1:39:09,2012528,28/5/2012 1:39,Residence,2,50.9840273,-114.0676628,6,3,2,28/5/2012 1:39,27/5/2012 19:39
2309,19012,4b0586e9f964a520cb7422e3,-360,50.974369,-114.1206,Lake,Calgary,CA,1:40:26,2012528,28/5/2012 1:40,Outdoors & Recreation,7,51.01945284,-114.133794,6,3,2,28/5/2012 1:40,27/5/2012 19:40
2310,19012,4f4ed4c4e4b06597b6d0f500,-360,50.962029,-114.109929,Home (private),Calgary,CA,1:44:22,2012528,28/5/2012 1:44,Residence,2,50.9840273,-114.0676628,6,3,2,28/5/2012 1:44,27/5/2012 19:44
2311,19012,4fc2da43e4b07c20ea50a96b,-360,50.96726,-114.11064,Automotive Shop,Calgary,CA,1:52:14,2012528,28/5/2012 1:52,Shop & Service,2,50.9840273,-114.0676628,6,3,2,28/5/2012 1:52,27/5/2012 19:52
9259,256556,4bf4491b370e76b0c387bd4a,-360,50.950077,-114.063447,Home (private),Calgary,CA,1:59:56,2012528,28/5/2012 1:59,Residence,2,50.9840273,-114.0676628,4,2,-1,28/5/2012 1:59,27/5/2012 19:59
2510,20101,4d2a15ceb818a35d3c6ba48a,-360,51.038285,-114.075322,Winery,Calgary,CA,2:16:45,2012528,28/5/2012 2:16,Professional & Other Places,3,51.04521019,-114.0721947,8,8,3,28/5/2012 2:16,27/5/2012 20:16
4328,40760,4bae5252f964a52071a23be3,-360,50.970995,-114.072325,Fast Food Restaurant,Calgary,CA,2:24:10,2012528,28/5/2012 2:24,Food,2,50.9840273,-114.0676628,6,2,3,28/5/2012 2:24,27/5/2012 20:24
8250,188592,4b53eb52f964a520a8ae27e3,-360,51.037259,-114.167709,Pub,Calgary,CA,3:16:06,2012528,28/5/2012 3:16,Nightlife Spot,7,51.01945284,-114.133794,4,3,7,28/5/2012 3:16,27/5/2012 21:16
4329,40760,4abe5ca5f964a520ff8c20e3,-360,51.131646,-114.01077,Airport,Calgary,CA,3:19:31,2012528,28/5/2012 3:19,Travel & Transport,6,51.13595686,-114.0478197,6,2,3,28/5/2012 3:19,27/5/2012 21:19
5937,78628,4cf1cb1a899c6ea8f5eaf2c1,-360,50.906242,-114.112234,Home (private),Calgary,CA,3:43:09,2012528,28/5/2012 3:43,Residence,5,50.90766896,-114.0744693,5,5,-1,28/5/2012 3:43,27/5/2012 21:43
5938,78628,4e3641e762e17d29083c9cd5,-360,50.906242,-114.112234,Home (private),Calgary,CA,4:33:11,2012528,28/5/2012 4:33,Residence,5,50.90766896,-114.0744693,5,5,-1,28/5/2012 4:33,27/5/2012 22:33
216,3629,4b0586e6f964a520cd7322e3,-360,50.949148,-113.982706,Casino,Calgary,CA,4:47:24,2012528,28/5/2012 4:47,Arts & Entertainment,4,50.94184936,-113.9709723,6,3,0,28/5/2012 4:47,27/5/2012 22:47
